Date,A,B,C,D,E,Paid Coupon A,Paid Coupon B,Paid Coupon C,Paid Coupon D,Paid Coupon E
2020-03-20,109.3014,105.4885,101.4378,105.8803,102.0501,0.0,0.0,0.0,0.0,0.0
2020-03-23,108.8498,105.485,101.4369,105.8771,102.0486,0.0,0.0,0.0,0.0,0.0
2020-03-24,108.5485,105.5314,101.4352,105.9282,102.0457,0.0,0.0,0.0,0.0,0.0
2020-03-25,108.5485,105.5314,101.4352,105.9282,102.0457,0.0,0.0,0.0,0.0,0.0
2020-03-26,109.3488,105.5278,101.4343,105.925,102.0442,0.0,0.0,0.0,0.0,0.0
2020-03-27,109.2515,105.7609,101.4317,106.1605,102.0399,0.0,0.0,0.0,0.041749999999999995,0.0
2020-03-30,110.2386,105.7609,101.4317,106.1605,102.0399,0.0,0.0,0.0,0.0,0.0
2020-03-31,110.5499,106.8717,101.4292,107.2695,102.0356,0.0,0.0,0.0,0.0,0.0
2020-04-01,110.5499,106.8717,101.4292,107.2695,102.0356,0.0,0.0,0.0,0.0,0.0
2020-04-02,110.5499,106.8717,101.4292,107.2695,102.0356,0.0,0.0,0.0,0.0,0.0
2020-04-03,110.201,106.8537,101.426,107.2504,102.0299,0.0,0.0,0.0,0.0,0.0
2020-04-06,110.201,106.8537,101.426,107.2504,102.0299,0.0,0.0,0.0,0.0,0.0
2020-04-07,110.1941,106.8492,101.4251,107.2456,102.0285,0.0,0.0,0.0,0.0,0.0
2020-04-08,109.7999,106.9896,101.4243,107.3096,102.0271,0.0,0.0,0.0,0.0,0.0
2020-04-09,109.525,106.8503,101.4212,107.1606,102.0215,0.0,0.0,0.0,0.0,0.0
2020-04-10,109.525,106.8503,101.4212,107.1606,102.0215,0.0,0.0,0.0,0.0,0.0
2020-04-13,109.5293,106.8312,101.4196,107.1296,102.0187,0.0,0.0,0.0,0.0,0.0
2020-04-14,109.5293,106.8312,101.4196,107.1296,102.0187,0.0,0.0,0.0,0.0,0.0
2020-04-15,110.0507,107.0213,101.4188,107.3409,102.0174,0.0,0.0,0.0,0.0,0.0
2020-04-16,110.4989,107.1611,101.4181,107.4803,102.016,0.0,0.0,0.0,0.0,0.0
2020-04-17,111.051,107.4493,101.4158,107.8084,102.0119,0.0,0.0,0.0,0.0,0.0
2020-04-20,111.2985,107.4444,101.415,107.8033,102.0106,0.0,0.0,0.0,0.0,0.0
2020-04-21,111.4013,108.4501,101.4143,108.8808,102.0092,0.0,0.0,0.0,0.0,0.0
2020-04-22,111.8986,108.4445,101.4135,108.8749,102.0079,0.0,0.0,0.0,0.0,0.0
2020-04-23,112.1508,108.4388,101.4128,108.8691,102.0065,0.0,0.0,0.0,0.0,0.0
2020-04-24,112.1258,108.4219,101.4106,108.8517,102.0026,0.0,0.0,0.0,0.0,0.0
2020-04-27,112.1174,108.4163,101.4099,108.8459,102.0012,0.0,0.0,0.0,0.0,0.0
2020-04-28,111.8013,108.4106,101.4092,108.8402,101.9999,0.0,0.0,0.0,0.0,0.0
2020-04-29,111.6313,108.405,101.4084,108.8344,101.9986,0.0,0.0,0.0,0.0,0.0
2020-04-30,111.5891,108.3825,101.4056,108.8112,101.9934,0.0,0.0,0.0,0.0,0.0
2020-05-01,111.5891,108.3825,101.4056,108.8112,101.9934,0.0,0.0,0.0,0.0,0.0
2020-05-04,111.88,108.3769,101.405,108.8055,101.9921,0.0,0.0,0.0,0.0,0.0
2020-05-05,111.8993,108.3713,101.4043,108.7997,101.9908,0.0,0.0,0.0,0.0,0.0
2020-05-06,112.22,108.3601,101.4029,108.7882,101.9883,0.0,0.0,0.0,0.0,0.0
2020-05-07,112.22,108.3601,101.4029,108.7882,101.9883,0.0,0.0,0.0,0.0,0.0
2020-05-08,112.3185,108.3433,101.4009,108.7709,101.9845,0.0,0.0,0.0,0.0,0.0
2020-05-11,111.9117,108.3377,101.4002,108.7651,101.9832,0.0,0.0,0.0,0.0,0.0
2020-05-12,111.6505,108.3321,101.3996,108.7594,101.982,0.0,0.0,0.0,0.0,0.0
2020-05-13,111.82,108.3265,101.3989,108.7536,101.9807,0.0,0.0,0.0,0.0,0.0
2020-05-14,111.8699,108.3209,101.3983,108.7479,101.9795,0.0,0.0,0.0,0.0,0.0
2020-05-15,111.7498,108.3041,101.3964,108.7306,101.9758,0.0,0.0,0.0,0.0,0.0
2020-05-18,111.7008,108.2986,101.3958,108.7249,101.9746,0.0,0.0,0.0,0.0,0.0
2020-05-19,111.7301,108.293,101.3951,108.7192,101.9733,0.0,0.0,0.0,0.0,0.0
2020-05-20,111.7288,108.2874,101.3945,108.7135,101.9721,0.0,0.0,0.0,0.0,0.0
2020-05-21,111.9007,108.2818,101.3939,108.7077,101.9709,0.0,0.0,0.0,0.0,0.0
2020-05-22,112.1489,108.2596,101.3915,108.6848,101.9661,0.0,0.0,0.0,0.0,0.0
2020-05-25,112.1489,108.2596,101.3915,108.6848,101.9661,0.0,0.0,0.0,0.0,0.0
2020-05-26,112.099,108.254,101.3909,108.6791,101.9649,0.04415,0.0,0.0,0.0,0.0
2020-05-27,112.1001,108.2485,101.3903,108.6734,101.9637,0.0,0.0,0.0,0.0,0.0
2020-05-28,112.1691,108.2429,101.3897,108.6677,101.9626,0.0,0.0,0.0,0.0,0.0
2020-05-29,112.2493,108.2318,101.3886,108.6563,101.9602,0.0,0.0,0.0,0.0,0.0
2020-06-01,112.2197,108.2263,101.388,108.6506,101.959,0.0,0.0,0.0,0.0,0.0
2020-06-02,112.3496,108.2208,101.3874,108.6449,101.9579,0.0,0.0,0.0,0.0,0.0
2020-06-03,112.2488,108.2152,101.3869,108.6392,101.9567,0.0,0.0,0.0,0.0,0.0
2020-06-04,112.3513,108.2097,101.3863,108.6335,101.9556,0.0,0.0,0.0,0.0,0.0
2020-06-05,112.2018,108.1925,101.3847,108.6165,101.9521,0.0,0.0,0.0,0.0,0.0
2020-06-08,112.051,108.1863,101.3841,108.6108,101.951,0.0,0.0415,0.0,0.0,0.0
2020-06-09,112.0486,108.1801,101.3836,108.6051,101.9499,0.0,0.0,0.0,0.0,0.0
2020-06-10,112.1405,108.174,101.3831,108.5994,101.9487,0.0,0.0,0.0,0.0,0.0
2020-06-11,112.0304,108.1678,101.3826,108.5938,101.9476,0.0,0.0,0.0,0.0,0.0
2020-06-12,112.0032,108.1493,101.381,108.5768,101.9443,0.0,0.0,0.0,0.0,0.0
2020-06-15,112.2189,108.1432,101.3797,108.5711,101.9432,0.0,0.0,0.04005,0.0,0.0
2020-06-16,112.0587,108.137,101.3783,108.5654,101.9421,0.0,0.0,0.0,0.0,0.0
2020-06-17,112.1501,108.1309,101.377,108.5598,101.941,0.0,0.0,0.0,0.0,0.0
2020-06-18,112.2985,108.1247,101.3757,108.5541,101.9399,0.0,0.0,0.0,0.0,0.0
2020-06-19,112.3408,108.1063,101.3718,108.5372,101.9366,0.0,0.0,0.0,0.0,0.0
2020-06-22,112.3917,108.1002,101.3705,108.5316,101.9355,0.0,0.0,0.0,0.0,0.0
2020-06-23,112.3187,108.0941,101.3692,108.5259,101.9345,0.0,0.0,0.0,0.0,0.0
2020-06-24,112.2693,108.0879,101.3679,108.5203,101.9334,0.0,0.0,0.0,0.0,0.0
2020-06-25,112.3802,108.0818,101.3666,108.5146,101.9324,0.0,0.0,0.0,0.0,0.0
2020-06-26,112.4486,108.0634,101.3627,108.4978,101.9292,0.0,0.0,0.0,0.0,0.0
2020-06-29,112.5293,108.0573,101.3615,108.4921,108.7494,0.0,0.0,0.0,0.0,0.0
2020-06-30,112.5097,108.0512,101.3602,108.4865,108.7435,0.0,0.0,0.0,0.0,0.0
2020-07-01,112.687,109.7094,108.8198,110.231,109.569,0.0,0.0,0.0,0.0,0.0
2020-07-02,112.4506,109.8302,108.9512,110.37,109.7103,0.0,0.0,0.0,0.0,0.0
2020-07-03,112.7015,109.8702,108.9802,110.4096,109.7385,0.0,0.0,0.0,0.0,0.0
2020-07-06,112.6917,109.8627,108.9734,110.4026,109.7319,0.0,0.0,0.0,0.0,0.0
2020-07-07,112.8284,109.7209,108.8387,110.2502,109.5882,0.0,0.0,0.0,0.0,0.0
2020-07-08,112.649,109.8313,108.9597,110.3815,109.7186,0.0,0.0,0.0,0.0,0.0
2020-07-09,112.8886,109.9385,109.0611,110.4987,109.8285,0.0,0.0,0.0,0.0,0.0
2020-07-10,113.0783,110.6514,109.6414,111.41,110.6608,0.0,0.0,0.0,0.0,0.0
2020-07-13,113.1015,110.1111,109.634,110.6901,110.6534,0.0,0.0,0.0,0.0,0.0
2020-07-14,112.9485,110.1688,109.6267,110.7609,110.6461,0.0,0.0,0.0,0.0,0.0
2020-07-15,112.6504,110.1414,109.6193,110.7182,110.6387,0.0,0.0,0.0,0.0,0.0
2020-07-16,112.7101,110.0193,109.612,110.5907,110.6314,0.0,0.0,0.0,0.0,0.0
2020-07-17,112.6905,109.9605,109.59,110.5304,110.6094,0.0,0.0,0.0,0.0,0.0
2020-07-20,112.6313,109.9529,109.5827,110.5233,110.602,0.0,0.0,0.0,0.0,0.0
2020-07-21,112.6808,109.851,109.5753,110.4106,110.5947,0.0,0.0,0.0,0.0,0.0
2020-07-22,112.569,109.811,109.568,110.3685,110.5874,0.0,0.0,0.0,0.0,0.0
2020-07-23,112.6513,109.7808,109.5607,110.3299,110.5801,0.0,0.0,0.0,0.0,0.0
2020-07-24,112.7006,110.3193,109.5387,111.0298,110.5581,0.0,0.0,0.0,0.0,0.0
2020-07-27,112.4484,109.7411,109.5314,110.2985,110.5508,0.0,0.0,0.0,0.0,0.0
2020-07-28,112.2884,109.5788,109.5241,110.1587,110.5434,0.0,0.0,0.0,0.0,0.0
2020-07-29,112.3083,109.4717,109.5168,110.0403,110.5361,0.0,0.0,0.0,0.0,0.0
2020-07-30,112.3409,110.101,109.5168,110.7997,110.5361,0.0,0.0,0.0,0.0,0.0
2020-07-31,112.3414,109.5108,109.4948,110.0895,110.5142,0.0,0.0,0.0,0.0,0.0
2020-08-03,112.309,109.4586,109.4875,110.041,110.5069,0.0,0.0,0.0,0.0,0.0
2020-08-04,112.3287,109.4289,109.4802,109.9995,110.4996,0.0,0.0,0.0,0.0,0.0
2020-08-05,112.4003,109.4601,109.4729,110.0309,110.4923,0.0,0.0,0.0,0.0,0.0
2020-08-06,112.29,109.4688,109.4656,110.0518,110.485,0.0,0.0,0.0,0.0,0.0
2020-08-07,112.2095,109.4596,109.4438,110.0418,110.4631,0.0,0.0,0.0,0.0,0.0
2020-08-10,112.1482,109.2898,109.4365,109.8415,110.4558,0.0,0.0,0.0,0.0,0.0
2020-08-11,112.1484,109.1491,109.4292,109.6901,110.4485,0.0,0.0,0.0,0.0,0.0
2020-08-12,112.1002,109.2214,109.4219,109.7696,110.4406,0.0,0.0,0.0,0.0,0.040999999999999995
2020-08-13,112.1455,109.1984,109.4146,109.7389,110.4328,0.0,0.0,0.0,0.0,0.0
2020-08-14,111.9756,109.2309,109.3928,109.7809,110.4093,0.0,0.0,0.0,0.0,0.0
2020-08-17,111.9791,109.0814,109.3855,109.6097,110.4014,0.0,0.0,0.0,0.0,0.0
2020-08-18,111.9505,109.6097,109.3782,110.17,110.3936,0.0,0.0,0.0,0.0,0.0
2020-08-19,111.9891,109.6912,109.371,110.2492,110.3858,0.0,0.0,0.0,0.0,0.0
2020-08-20,112.0406,108.8902,109.3637,109.3989,110.3779,0.0,0.0,0.0,0.0,0.0
2020-08-21,111.6995,108.9889,109.3419,109.5195,110.3545,0.0,0.0,0.0,0.0,0.0
2020-08-24,111.4203,108.8407,109.3346,109.3394,110.3467,0.0,0.0,0.0,0.0,0.0
2020-08-25,111.4906,108.6492,109.3274,109.1396,110.3388,0.0,0.0,0.0,0.0,0.0
2020-08-26,111.3992,108.7394,109.3201,109.2284,110.331,0.0,0.0,0.0,0.0,0.0
2020-08-27,111.0996,108.5702,109.3128,109.0494,110.3232,0.0,0.0,0.0,0.0,0.0
2020-08-28,111.2997,108.42,109.2983,108.8786,110.3076,0.0,0.0,0.0,0.0,0.0
2020-08-31,111.4486,108.4134,109.2911,108.8726,110.2998,0.0,0.0,0.0,0.0,0.0
2020-09-01,111.981,108.3914,109.2838,108.8599,110.292,0.0,0.0,0.0,0.0,0.0
2020-09-02,111.851,109.8485,109.2766,109.2991,110.2842,0.0,0.0,0.0,0.0,0.0
2020-09-03,111.9303,108.7915,109.2694,109.3198,110.2764,0.0,0.0,0.0,0.0,0.0
2020-09-04,111.8009,108.8704,109.2476,109.4088,110.253,0.0,0.0,0.0,0.0,0.0
2020-09-07,111.6497,108.8635,109.2404,109.4024,110.2452,0.0,0.0,0.0,0.0,0.0
2020-09-08,111.2197,108.6984,109.2332,109.231,110.2374,0.0,0.0,0.0,0.0,0.0
2020-09-09,110.8485,108.4288,109.2259,108.9394,110.2296,0.0,0.0,0.0,0.0,0.0
2020-09-10,111.1613,108.4808,109.2187,109.0004,110.2218,0.0,0.0,0.0,0.0,0.0
2020-09-11,111.0506,108.4487,109.197,108.9587,110.1984,0.0,0.0,0.0,0.0,0.0
2020-09-14,111.0512,108.3406,109.1898,108.8491,110.1907,0.0,0.0,0.0,0.0,0.0
2020-09-15,111.1202,108.3187,109.1826,108.8198,110.1829,0.0,0.0,0.0,0.0,0.0
2020-09-16,111.2515,108.3705,109.1754,108.8705,110.1751,0.0,0.0,0.0,0.0,0.0
2020-09-17,111.1492,108.4284,109.1682,108.9411,110.1673,0.0,0.0,0.0,0.0,0.0
2020-09-18,111.2498,108.4086,109.1465,108.9195,110.144,0.0,0.0,0.0,0.0,0.0
2020-09-21,111.1912,108.402,109.1393,108.9135,110.1363,0.0,0.0,0.0,0.0,0.0
2020-09-22,111.1606,108.4596,109.1321,108.9805,110.1285,0.0,0.0,0.0,0.0,0.0
2020-09-23,111.2694,108.4102,109.1249,108.9312,110.1207,0.0,0.0,0.0,0.0,0.0
2020-09-24,111.2109,108.4708,109.1177,108.9915,110.113,0.0,0.0,0.0,0.0,0.0
2020-09-25,111.2489,108.4295,109.0961,108.9593,110.0897,0.0,0.0,0.0,0.0,0.0
2020-09-28,111.1196,108.499,109.0889,109.0386,110.082,0.0,0.0,0.0,0.041749999999999995,0.0
2020-09-29,111.2308,108.4801,109.0817,109.0086,110.0742,0.0,0.0,0.0,0.0,0.0
2020-09-30,111.2804,108.4005,109.0745,108.9193,110.0665,0.0,0.0,0.0,0.0,0.0
2020-10-01,111.3887,108.4589,109.0458,108.9814,110.0355,0.0,0.0,0.0,0.0,0.0
2020-10-02,111.3887,108.4589,109.0458,108.9814,110.0355,0.0,0.0,0.0,0.0,0.0
2020-10-05,111.3488,108.4522,109.0386,108.9746,110.0278,0.0,0.0,0.0,0.0,0.0
2020-10-06,111.4011,108.5909,109.0315,109.1391,110.02,0.0,0.0,0.0,0.0,0.0
2020-10-07,111.4011,108.6204,109.0243,109.1685,110.0123,0.0,0.0,0.0,0.0,0.0
2020-10-08,111.4502,108.6802,109.0171,109.2406,110.0046,0.0,0.0,0.0,0.0,0.0
2020-10-09,111.5512,108.6989,108.9956,109.2691,109.9814,0.0,0.0,0.0,0.0,0.0
2020-10-12,111.6491,108.8703,108.9884,109.4596,109.9737,0.0,0.0,0.0,0.0,0.0
2020-10-13,111.7991,108.9207,108.9813,109.5282,109.9659,0.0,0.0,0.0,0.0,0.0
2020-10-14,111.6486,108.9287,108.9741,109.5408,109.9582,0.0,0.0,0.0,0.0,0.0
2020-10-15,111.7891,109.0304,108.967,109.6291,109.9505,0.0,0.0,0.0,0.0,0.0
2020-10-16,111.6993,109.0601,108.9455,109.6697,109.9274,0.0,0.0,0.0,0.0,0.0
2020-10-19,111.6989,109.0529,108.9383,109.6624,109.9197,0.0,0.0,0.0,0.0,0.0
2020-10-20,111.6985,108.9794,108.9312,109.5894,109.9119,0.0,0.0,0.0,0.0,0.0
2020-10-21,111.9391,108.9903,108.9241,109.5985,109.9042,0.0,0.0,0.0,0.0,0.0
2020-10-22,111.8988,109.0191,108.9169,109.6306,109.8965,0.0,0.0,0.0,0.0,0.0
2020-10-23,112.1012,109.0305,108.8955,109.6414,109.8734,0.0,0.0,0.0,0.0,0.0
2020-10-26,111.8508,109.1403,108.8884,109.7584,109.8658,0.0,0.0,0.0,0.0,0.0
2020-10-27,111.8502,109.1809,108.8812,109.8198,109.8581,0.0,0.0,0.0,0.0,0.0
2020-10-28,111.9194,109.1106,108.8741,109.7403,109.8504,0.0,0.0,0.0,0.0,0.0
2020-10-29,112.0507,109.1185,108.8527,109.7507,109.8273,0.0,0.0,0.0,0.0,0.0
2020-10-30,112.0507,109.1185,108.8527,109.7507,109.8273,0.0,0.0,0.0,0.0,0.0
2020-11-02,111.9498,109.1112,108.8456,109.7433,109.8196,0.0,0.0,0.0,0.0,0.0
2020-11-03,111.9006,109.0203,108.8385,109.6284,109.8119,0.0,0.0,0.0,0.0,0.0
2020-11-04,111.9301,108.9892,108.8313,109.5885,109.8043,0.0,0.0,0.0,0.0,0.0
2020-11-05,112.0987,109.0207,108.8242,109.6202,109.7966,0.0,0.0,0.0,0.0,0.0
2020-11-06,112.1713,109.0701,108.8029,109.6793,109.7736,0.0,0.0,0.0,0.0,0.0
2020-11-09,112.1612,109.0628,108.7958,109.6718,109.7659,0.0,0.0,0.0,0.0,0.0
2020-11-10,112.0095,109.2306,108.7887,109.8396,109.7582,0.0,0.0,0.0,0.0,0.0
2020-11-11,111.9484,109.1104,108.7816,109.6992,109.7506,0.0,0.0,0.0,0.0,0.0
2020-11-12,111.9505,109.1504,108.7745,109.75,109.7429,0.0,0.0,0.0,0.0,0.0
2020-11-13,111.8898,109.171,108.7461,109.7686,109.7123,0.0,0.0,0.0,0.0,0.0
2020-11-16,111.8898,109.171,108.7461,109.7686,109.7123,0.0,0.0,0.0,0.0,0.0
2020-11-17,112.1704,109.2196,108.739,109.8289,109.7046,0.0,0.0,0.0,0.0,0.0
2020-11-18,112.1692,109.28,108.7319,109.8988,109.697,0.0,0.0,0.0,0.0,0.0
2020-11-19,112.189,109.3109,108.7248,109.93,109.6893,0.0,0.0,0.0,0.0,0.0
2020-11-20,112.3797,109.3205,108.7035,109.9393,109.6664,0.0,0.0,0.0,0.0,0.0
2020-11-23,112.4112,109.3129,108.6965,109.9316,109.6588,0.0,0.0,0.0,0.0,0.0
2020-11-24,112.4696,109.4701,108.6894,110.1011,109.6511,0.0,0.0,0.0,0.0,0.0
2020-11-25,112.5004,109.48,108.6823,110.1191,109.6435,0.04415,0.0,0.0,0.0,0.0
2020-11-26,112.6508,109.5193,108.6752,110.1596,109.6359,0.0,0.0,0.0,0.0,0.0
2020-11-27,112.4689,109.4909,108.647,110.1411,109.6054,0.0,0.0,0.0,0.0,0.0
2020-11-30,112.4689,109.4909,108.647,110.1411,109.6054,0.0,0.0,0.0,0.0,0.0
2020-12-01,112.4697,109.4597,108.6399,110.0883,109.5977,0.0,0.0,0.0,0.0,0.0
2020-12-02,112.3309,109.4812,108.6328,110.1093,109.5901,0.0,0.0,0.0,0.0,0.0
2020-12-03,111.9498,109.4207,108.6258,110.0502,109.5825,0.0,0.0,0.0,0.0,0.0
